   1.0000000e+02   9.8750000e+01   9.7500000e+01   9.6250000e+01   9.5000000e+01   9.3750000e+01   9.2500000e+01   9.1250000e+01   9.0000000e+01   8.8750000e+01   8.7500000e+01   8.6250000e+01   8.5000000e+01   8.3750000e+01   8.2500000e+01   8.1250000e+01   8.0000000e+01   7.8750000e+01   7.7500000e+01   7.6250000e+01   7.5000000e+01   7.3750000e+01   7.2500000e+01   7.1250000e+01   7.0000000e+01   6.8750000e+01   6.7500000e+01   6.6250000e+01   6.5000000e+01   6.3750000e+01   6.2500000e+01   6.1250000e+01   6.0000000e+01
   9.8125000e+01   9.6710156e+01   9.5295312e+01   9.3880469e+01   9.2465625e+01   9.1050781e+01   8.9635937e+01   8.8221094e+01   8.6806250e+01   8.5542344e+01   8.4278437e+01   8.3014531e+01   8.1750625e+01   8.0486719e+01   7.9222813e+01   7.7958906e+01   7.6695000e+01   7.5516719e+01   7.4338437e+01   7.3160156e+01   7.1981875e+01   7.0803594e+01   6.9625313e+01   6.8447031e+01   6.7268750e+01   6.6203906e+01   6.5139062e+01   6.4074219e+01   6.3009375e+01   6.1944531e+01   6.0879688e+01   5.9814844e+01   5.8750000e+01
   9.6250000e+01   9.4670312e+01   9.3090625e+01   9.1510937e+01   8.9931250e+01   8.8351563e+01   8.6771875e+01   8.5192188e+01   8.3612500e+01   8.2334688e+01   8.1056875e+01   7.9779062e+01   7.8501250e+01   7.7223438e+01   7.5945625e+01   7.4667812e+01   7.3390000e+01   7.2283438e+01   7.1176875e+01   7.0070313e+01   6.8963750e+01   6.7857187e+01   6.6750625e+01   6.5644063e+01   6.4537500e+01   6.3657812e+01   6.2778125e+01   6.1898438e+01   6.1018750e+01   6.0139063e+01   5.9259375e+01   5.8379688e+01   5.7500000e+01
   9.4375000e+01   9.2630469e+01   9.0885937e+01   8.9141406e+01   8.7396875e+01   8.5652344e+01   8.3907813e+01   8.2163281e+01   8.0418750e+01   7.9127031e+01   7.7835313e+01   7.6543594e+01   7.5251875e+01   7.3960156e+01   7.2668437e+01   7.1376719e+01   7.0085000e+01   6.9050156e+01   6.8015312e+01   6.6980469e+01   6.5945625e+01   6.4910781e+01   6.3875937e+01   6.2841094e+01   6.1806250e+01   6.1111719e+01   6.0417187e+01   5.9722656e+01   5.9028125e+01   5.8333594e+01   5.7639063e+01   5.6944531e+01   5.6250000e+01
   9.2500000e+01   9.0590625e+01   8.8681250e+01   8.6771875e+01   8.4862500e+01   8.2953125e+01   8.1043750e+01   7.9134375e+01   7.7225000e+01   7.5919375e+01   7.4613750e+01   7.3308125e+01   7.2002500e+01   7.0696875e+01   6.9391250e+01   6.8085625e+01   6.6780000e+01   6.5816875e+01   6.4853750e+01   6.3890625e+01   6.2927500e+01   6.1964375e+01   6.1001250e+01   6.0038125e+01   5.9075000e+01   5.8565625e+01   5.8056250e+01   5.7546875e+01   5.7037500e+01   5.6528125e+01   5.6018750e+01   5.5509375e+01   5.5000000e+01
   9.0625000e+01   8.8550781e+01   8.6476563e+01   8.4402344e+01   8.2328125e+01   8.0253906e+01   7.8179688e+01   7.6105469e+01   7.4031250e+01   7.2711719e+01   7.1392188e+01   7.0072656e+01   6.8753125e+01   6.7433594e+01   6.6114063e+01   6.4794531e+01   6.3475000e+01   6.2583594e+01   6.1692188e+01   6.0800781e+01   5.9909375e+01   5.9017969e+01   5.8126562e+01   5.7235156e+01   5.6343750e+01   5.6019531e+01   5.5695313e+01   5.5371094e+01   5.5046875e+01   5.4722656e+01   5.4398438e+01   5.4074219e+01   5.3750000e+01
   8.8750000e+01   8.6510938e+01   8.4271875e+01   8.2032813e+01   7.9793750e+01   7.7554688e+01   7.5315625e+01   7.3076563e+01   7.0837500e+01   6.9504063e+01   6.8170625e+01   6.6837187e+01   6.5503750e+01   6.4170312e+01   6.2836875e+01   6.1503438e+01   6.0170000e+01   5.9350313e+01   5.8530625e+01   5.7710938e+01   5.6891250e+01   5.6071562e+01   5.5251875e+01   5.4432187e+01   5.3612500e+01   5.3473438e+01   5.3334375e+01   5.3195313e+01   5.3056250e+01   5.2917187e+01   5.2778125e+01   5.2639062e+01   5.2500000e+01
   8.6875000e+01   8.4471094e+01   8.2067188e+01   7.9663281e+01   7.7259375e+01   7.4855469e+01   7.2451563e+01   7.0047656e+01   6.7643750e+01   6.6296406e+01   6.4949062e+01   6.3601719e+01   6.2254375e+01   6.0907031e+01   5.9559687e+01   5.8212344e+01   5.6865000e+01   5.6117031e+01   5.5369063e+01   5.4621094e+01   5.3873125e+01   5.3125156e+01   5.2377187e+01   5.1629219e+01   5.0881250e+01   5.0927344e+01   5.0973437e+01   5.1019531e+01   5.1065625e+01   5.1111719e+01   5.1157812e+01   5.1203906e+01   5.1250000e+01
   8.5000000e+01   8.2431250e+01   7.9862500e+01   7.7293750e+01   7.4725000e+01   7.2156250e+01   6.9587500e+01   6.7018750e+01   6.4450000e+01   6.3088750e+01   6.1727500e+01   6.0366250e+01   5.9005000e+01   5.7643750e+01   5.6282500e+01   5.4921250e+01   5.3560000e+01   5.2883750e+01   5.2207500e+01   5.1531250e+01   5.0855000e+01   5.0178750e+01   4.9502500e+01   4.8826250e+01   4.8150000e+01   4.8381250e+01   4.8612500e+01   4.8843750e+01   4.9075000e+01   4.9306250e+01   4.9537500e+01   4.9768750e+01   5.0000000e+01
   8.3125000e+01   8.0547656e+01   7.7970313e+01   7.5392969e+01   7.2815625e+01   7.0238281e+01   6.7660938e+01   6.5083594e+01   6.2506250e+01   6.1151563e+01   5.9796875e+01   5.8442188e+01   5.7087500e+01   5.5732813e+01   5.4378125e+01   5.3023438e+01   5.1668750e+01   5.1023438e+01   5.0378125e+01   4.9732813e+01   4.9087500e+01   4.8442188e+01   4.7796875e+01   4.7151562e+01   4.6506250e+01   4.6786719e+01   4.7067187e+01   4.7347656e+01   4.7628125e+01   4.7908594e+01   4.8189062e+01   4.8469531e+01   4.8750000e+01
